fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2016,County Liquid Fuels Tax Fund,Streets,2,Purchase of Services,220,Electric Current-structures/streets,$651000.00
2016,County Liquid Fuels Tax Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,$210000.00
2016,County Liquid Fuels Tax Fund,Streets,3,Materials and Supplies,305,Building and Construction,$234600.00
2016,County Liquid Fuels Tax Fund,Streets,3,Materials and Supplies,311,General Equipment and Machinery,$21730.00
2016,County Liquid Fuels Tax Fund,Streets,4,Equipment,428,Vehicles -- Motor and Motorless,$80000.00
2016,County Liquid Fuels Tax Fund,Streets,8,Payments to Other Funds,801,Payments to General Fund,$18670.00
2016,Special Gasoline Tax Fund,Streets,1,Personal Services,101,Perm Full Time-civilian,$3000000.00
2016,Special Gasoline Tax Fund,Streets,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,$197706.00
2016,Special Gasoline Tax Fund,Streets,2,Purchase of Services,220,Electric Current-structures/streets,$13843309.00
2016,Special Gasoline Tax Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,$1094349.00
2016,Special Gasoline Tax Fund,Streets,2,Purchase of Services,285,Rents,$423186.00
2016,Special Gasoline Tax Fund,Streets,3,Materials and Supplies,305,Building and Construction,$1545548.00
2016,Special Gasoline Tax Fund,Streets,3,Materials and Supplies,307,Chemicals and Gases,$2385825.00
2016,Special Gasoline Tax Fund,Streets,3,Materials and Supplies,310,Electrical and Communication,$797363.00
2016,Special Gasoline Tax Fund,Streets,3,Materials and Supplies,312,Fire Fighting and Safety,$52704.00
2016,Special Gasoline Tax Fund,Streets,3,Materials and Supplies,316,General Hardware and Minor Tools,$66060.00
2016,Special Gasoline Tax Fund,Streets,3,Materials and Supplies,335,Lubricants,$21730.00
2016,Special Gasoline Tax Fund,Streets,3,Materials and Supplies,399,Other Materials and Supplies (noc),$2212.00
2016,Special Gasoline Tax Fund,Streets,4,Equipment,424,"Precision, Photographic and Artist",$63508.00
2016,Special Gasoline Tax Fund,Streets,4,Equipment,428,Vehicles -- Motor and Motorless,$4991500.00
2016,Special Gasoline Tax Fund,Streets,8,Payments to Other Funds,801,Payments to General Fund,$15000.00
2016,Special Gasoline Tax Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,$500000.00
2016,Special Gasoline Tax Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,$500000.00
2016,Healthchoices Behavioral Health Fund,Office of Bh/mr Services,2,Purchase of Services,209,Telephone,$36000.00
2016,Healthchoices Behavioral Health Fund,Office of Bh/mr Services,2,Purchase of Services,250,Professional Consult/spec Services,$10000000.00
2016,Healthchoices Behavioral Health Fund,Office of Bh/mr Services,2,Purchase of Services,251,Information Technology-prof Service,$125200.00
2016,Healthchoices Behavioral Health Fund,Office of Bh/mr Services,2,Purchase of Services,252,Accounting and Auditing Services,$125000.00
2016,Healthchoices Behavioral Health Fund,Office of Bh/mr Services,2,Purchase of Services,253,Legal Services,$15000.00
2016,Healthchoices Behavioral Health Fund,Office of Bh/mr Services,2,Purchase of Services,254,Mental Health & Retardation Service,$949700800.00
2016,Healthchoices Behavioral Health Fund,Office of Bh/mr Services,4,Equipment,417,Hospital and Laboratory,$50000.00
2016,Healthchoices Behavioral Health Fund,Office of Bh/mr Services,8,Payments to Other Funds,807,Payments to Other Funds,$1500000.00
2016,Hotel Tax Fund,Commerce,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,$62700000.00
2016,Grants Revenue Fund,Office of Innovation & Technology,2,Purchase of Services,251,Information Technology-prof Service,$515000.00
2016,Grants Revenue Fund,Office of Innovation & Technology,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$452655.00
2016,Grants Revenue Fund,Office of Innovation & Technology,8,Payments to Other Funds,801,Payments to General Fund,$44702879.00
2016,Grants Revenue Fund,Mayor's Office,1,Personal Services,101,Perm Full Time-civilian,$204468.00
2016,Grants Revenue Fund,Mayor's Office,1,Personal Services,111,Perm Part Time,$87210.00
2016,Grants Revenue Fund,Mayor's Office,1,Personal Services,121,Temporary Seasonal,$752010.00
2016,Grants Revenue Fund,Mayor's Office,1,Personal Services,187,Worker's Comp-disability Comp,$13710.00
2016,Grants Revenue Fund,Mayor's Office,1,Personal Services,189,Medicare Tax,$46.00
2016,Grants Revenue Fund,Mayor's Office,1,Personal Services,192,FICA Taxes,$58820.00
2016,Grants Revenue Fund,Mayor's Office,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$658412.00
2016,Grants Revenue Fund,Mayor's Office,3,Materials and Supplies,399,Other Materials and Supplies (noc),$7190.00
2016,Grants Revenue Fund,Mayor's Office,4,Equipment,499,Other Equipment (noc),$2146.00
2016,Grants Revenue Fund,Office of Housing,2,Purchase of Services,250,Professional Consult/spec Services,$128117000.00
2016,Grants Revenue Fund,Mayor's Office-community Services,1,Personal Services,101,Perm Full Time-civilian,$2349085.00
2016,Grants Revenue Fund,Mayor's Office-community Services,1,Personal Services,187,Worker's Comp-disability Comp,$36376.00
2016,Grants Revenue Fund,Mayor's Office-community Services,1,Personal Services,189,Medicare Tax,$12305.00
2016,Grants Revenue Fund,Mayor's Office-community Services,1,Personal Services,191,Pension,$41192.00
2016,Grants Revenue Fund,Mayor's Office-community Services,1,Personal Services,192,FICA Taxes,$83791.00
2016,Grants Revenue Fund,Mayor's Office-community Services,1,Personal Services,193,Medical Health & Welfare Credit,$275548.00
2016,Grants Revenue Fund,Mayor's Office-community Services,1,Personal Services,194,Group Life Insurance,$2347.00
2016,Grants Revenue Fund,Mayor's Office-community Services,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$13075621.00
2016,Grants Revenue Fund,Mayor's Office-community Services,3,Materials and Supplies,399,Other Materials and Supplies (noc),$13125.00
2016,Grants Revenue Fund,Mayor's Office-community Services,4,Equipment,499,Other Equipment (noc),$35000.00
2016,Grants Revenue Fund,Managing Director,1,Personal Services,101,Perm Full Time-civilian,$1864474.00
2016,Grants Revenue Fund,Managing Director,2,Purchase of Services,250,Professional Consult/spec Services,$631750.00
2016,Grants Revenue Fund,Managing Director,2,Purchase of Services,290,Payments for Care of Individuals,$500000.00
2016,Grants Revenue Fund,Managing Director,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$2889353.00
2016,Grants Revenue Fund,Managing Director,3,Materials and Supplies,399,Other Materials and Supplies (noc),$183113.00
2016,Grants Revenue Fund,Managing Director,4,Equipment,499,Other Equipment (noc),$199895.00
2016,Grants Revenue Fund,Police,1,Personal Services,100,Salary Control,$5900458.00
2016,Grants Revenue Fund,Police,1,Personal Services,187,Worker's Comp-disability Comp,$48945.00
2016,Grants Revenue Fund,Police,1,Personal Services,189,Medicare Tax,$9795.00
2016,Grants Revenue Fund,Police,1,Personal Services,191,Pension,$91420.00
2016,Grants Revenue Fund,Police,1,Personal Services,192,FICA Taxes,$1503.00
2016,Grants Revenue Fund,Police,1,Personal Services,193,Medical Health & Welfare Credit,$192660.00
2016,Grants Revenue Fund,Police,1,Personal Services,194,Group Life Insurance,$1317.00
2016,Grants Revenue Fund,Police,1,Personal Services,195,Group Legal Insurance,$3828.00
2016,Grants Revenue Fund,Police,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$6276769.00
2016,Grants Revenue Fund,Police,3,Materials and Supplies,399,Other Materials and Supplies (noc),$6040694.00
2016,Grants Revenue Fund,Police,4,Equipment,499,Other Equipment (noc),$8361852.00
2016,Grants Revenue Fund,Streets,1,Personal Services,101,Perm Full Time-civilian,$720000.00
2016,Grants Revenue Fund,Streets,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$31905144.00
2016,Grants Revenue Fund,Streets,3,Materials and Supplies,399,Other Materials and Supplies (noc),$1849856.00
2016,Grants Revenue Fund,Streets,4,Equipment,499,Other Equipment (noc),$1755000.00
2016,Grants Revenue Fund,Fire,1,Personal Services,101,Perm Full Time-civilian,$286323.00
2016,Grants Revenue Fund,Fire,1,Personal Services,105,Perm Full Time-uniform,$5148037.00
2016,Grants Revenue Fund,Fire,1,Personal Services,187,Worker's Comp-disability Comp,$495281.00
2016,Grants Revenue Fund,Fire,1,Personal Services,189,Medicare Tax,$103100.00
2016,Grants Revenue Fund,Fire,1,Personal Services,190,Pension-obligation Bond Payments,$31949.00
2016,Grants Revenue Fund,Fire,1,Personal Services,191,Pension,$867035.00
2016,Grants Revenue Fund,Fire,1,Personal Services,192,FICA Taxes,$13000.00
2016,Grants Revenue Fund,Fire,1,Personal Services,193,Medical Health & Welfare Credit,$2486865.00
2016,Grants Revenue Fund,Fire,1,Personal Services,194,Group Life Insurance,$22118.00
2016,Grants Revenue Fund,Fire,1,Personal Services,195,Group Legal Insurance,$38288.00
2016,Grants Revenue Fund,Fire,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$1388014.00
2016,Grants Revenue Fund,Fire,3,Materials and Supplies,399,Other Materials and Supplies (noc),$223348.00
2016,Grants Revenue Fund,Fire,4,Equipment,499,Other Equipment (noc),$145333.00
2016,Grants Revenue Fund,Health,1,Personal Services,101,Perm Full Time-civilian,$11141642.00
2016,Grants Revenue Fund,Health,1,Personal Services,186,Flex Cash,$5000.00
2016,Grants Revenue Fund,Health,1,Personal Services,187,Worker's Comp-disability Comp,$153362.00
2016,Grants Revenue Fund,Health,1,Personal Services,189,Medicare Tax,$130813.00
2016,Grants Revenue Fund,Health,1,Personal Services,190,Pension-obligation Bond Payments,$332105.00
2016,Grants Revenue Fund,Health,1,Personal Services,191,Pension,$1652683.00
2016,Grants Revenue Fund,Health,1,Personal Services,192,FICA Taxes,$516719.00
2016,Grants Revenue Fund,Health,1,Personal Services,193,Medical Health & Welfare Credit,$1386311.00
2016,Grants Revenue Fund,Health,1,Personal Services,194,Group Life Insurance,$18459.00
2016,Grants Revenue Fund,Health,1,Personal Services,195,Group Legal Insurance,$21638.00
2016,Grants Revenue Fund,Health,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$56755608.00
2016,Grants Revenue Fund,Health,3,Materials and Supplies,399,Other Materials and Supplies (noc),$1059693.00
2016,Grants Revenue Fund,Health,4,Equipment,499,Other Equipment (noc),$641586.00
2016,Grants Revenue Fund,Health,8,Payments to Other Funds,801,Payments to General Fund,$865555.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,101,Perm Full Time-civilian,$15278526.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,186,Flex Cash,$3036.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,187,Worker's Comp-disability Comp,$220701.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,189,Medicare Tax,$154427.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,190,Pension-obligation Bond Payments,$641455.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,191,Pension,$3939719.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,192,FICA Taxes,$517357.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,193,Medical Health & Welfare Credit,$2332547.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,194,Group Life Insurance,$31754.00
2016,Grants Revenue Fund,Office of Bh/mr Services,1,Personal Services,195,Group Legal Insurance,$23367.00
2016,Grants Revenue Fund,Office of Bh/mr Services,2,Purchase of Services,284,Ground and Building Rental,$1478000.00
2016,Grants Revenue Fund,Office of Bh/mr Services,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$229743587.00
2016,Grants Revenue Fund,Office of Bh/mr Services,3,Materials and Supplies,399,Other Materials and Supplies (noc),$221250.00
2016,Grants Revenue Fund,Office of Bh/mr Services,4,Equipment,499,Other Equipment (noc),$135940.00
2016,Grants Revenue Fund,Office of Bh/mr Services,8,Payments to Other Funds,801,Payments to General Fund,$76248.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,101,Perm Full Time-civilian,$1521520.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,121,Temporary Seasonal,$1830705.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,187,Worker's Comp-disability Comp,$96892.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,188,Worker's Comp-medical,$8465.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,189,Medicare Tax,$48032.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,190,Pension-obligation Bond Payments,$62626.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,191,Pension,$72406.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,192,FICA Taxes,$175386.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,193,Medical Health & Welfare Credit,$19272.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,194,Group Life Insurance,$904.00
2016,Grants Revenue Fund,Recreation,1,Personal Services,195,Group Legal Insurance,$144.00
2016,Grants Revenue Fund,Recreation,2,Purchase of Services,250,Professional Consult/spec Services,$184020.00
2016,Grants Revenue Fund,Recreation,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$738683.00
2016,Grants Revenue Fund,Recreation,3,Materials and Supplies,399,Other Materials and Supplies (noc),$6335874.00
2016,Grants Revenue Fund,Recreation,4,Equipment,499,Other Equipment (noc),$70000.00
2016,Grants Revenue Fund,Recreation,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-ed & Non-prof Rec Org,$110000.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,100,Salary Control,$3278245.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,101,Perm Full Time-civilian,$67253785.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,111,Perm Part Time,$6513.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,161,Overtime Civilian,$8883538.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$241293.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,181,Shift,$109746.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,187,Worker's Comp-disability Comp,$1070313.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,189,Medicare Tax,$692472.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,190,Pension-obligation Bond Payments,$2316145.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,191,Pension,$17385074.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,192,FICA Taxes,$2955615.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,193,Medical Health & Welfare Credit,$12502791.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,194,Group Life Insurance,$116049.00
2016,Grants Revenue Fund,Human Services,1,Personal Services,195,Group Legal Insurance,$137467.00
2016,Grants Revenue Fund,Human Services,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,$38331.00
2016,Grants Revenue Fund,Human Services,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$254412.00
2016,Grants Revenue Fund,Human Services,2,Purchase of Services,250,Professional Consult/spec Services,$85668645.00
2016,Grants Revenue Fund,Human Services,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$36999.00
2016,Grants Revenue Fund,Human Services,2,Purchase of Services,284,Ground and Building Rental,$847402.00
2016,Grants Revenue Fund,Human Services,2,Purchase of Services,290,Payments for Care of Individuals,$119030147.00
2016,Grants Revenue Fund,Human Services,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$245296528.00
2016,Grants Revenue Fund,Human Services,3,Materials and Supplies,313,Food,$224400.00
2016,Grants Revenue Fund,Human Services,3,Materials and Supplies,399,Other Materials and Supplies (noc),$1112797.00
2016,Grants Revenue Fund,Human Services,4,Equipment,499,Other Equipment (noc),$1370347.00
2016,Grants Revenue Fund,Prisons,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$30000.00
2016,Grants Revenue Fund,Office of Supportive Housing,1,Personal Services,101,Perm Full Time-civilian,$710423.00
2016,Grants Revenue Fund,Office of Supportive Housing,2,Purchase of Services,250,Professional Consult/spec Services,$30000000.00
2016,Grants Revenue Fund,Office of Supportive Housing,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$14956142.00
2016,Grants Revenue Fund,Office of Supportive Housing,3,Materials and Supplies,399,Other Materials and Supplies (noc),$887489.00
2016,Grants Revenue Fund,Licenses & Inspections,2,Purchase of Services,262,Demolition of Buildings,$4500000.00
2016,Grants Revenue Fund,Director of Finance,9,Advances & Other Misc Payments,999,Standby Authorizations,$203800721.00
2016,Grants Revenue Fund,Revenue,2,Purchase of Services,250,Professional Consult/spec Services,$21150000.00
2016,Grants Revenue Fund,Commerce,1,Personal Services,101,Perm Full Time-civilian,$49814.00
2016,Grants Revenue Fund,Commerce,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$10811988.00
2016,Grants Revenue Fund,Mayor's Office of Transportation,1,Personal Services,101,Perm Full Time-civilian,$127583.00
2016,Grants Revenue Fund,Mayor's Office of Transportation,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$1698435.00
2016,Grants Revenue Fund,Mayor's Office of Transportation,3,Materials and Supplies,399,Other Materials and Supplies (noc),$2500.00
2016,Grants Revenue Fund,Mayor-office of Sustainability,1,Personal Services,101,Perm Full Time-civilian,$40000.00
2016,Grants Revenue Fund,City Planning Commission,1,Personal Services,100,Salary Control,$78220.00
2016,Grants Revenue Fund,City Planning Commission,1,Personal Services,101,Perm Full Time-civilian,$255394.00
2016,Grants Revenue Fund,City Planning Commission,1,Personal Services,187,Worker's Comp-disability Comp,$8638.00
2016,Grants Revenue Fund,City Planning Commission,1,Personal Services,189,Medicare Tax,$8150.00
2016,Grants Revenue Fund,City Planning Commission,1,Personal Services,191,Pension,$30175.00
2016,Grants Revenue Fund,City Planning Commission,1,Personal Services,192,FICA Taxes,$20925.00
2016,Grants Revenue Fund,City Planning Commission,1,Personal Services,193,Medical Health & Welfare Credit,$72575.00
2016,Grants Revenue Fund,City Planning Commission,1,Personal Services,194,Group Life Insurance,$368.00
2016,Grants Revenue Fund,City Planning Commission,1,Personal Services,195,Group Legal Insurance,$816.00
2016,Grants Revenue Fund,City Planning Commission,2,Purchase of Services,200,Purchase of Services Control,$436000.00
2016,Grants Revenue Fund,City Planning Commission,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$519206.00
2016,Grants Revenue Fund,City Planning Commission,8,Payments to Other Funds,800,Pmt to Other Funds Control,$1200.00
2016,Grants Revenue Fund,City Planning Commission,8,Payments to Other Funds,801,Payments to General Fund,$400.00
2016,Grants Revenue Fund,Free Library,1,Personal Services,100,Salary Control,$1093985.00
2016,Grants Revenue Fund,Free Library,1,Personal Services,187,Worker's Comp-disability Comp,$4333.00
2016,Grants Revenue Fund,Free Library,1,Personal Services,189,Medicare Tax,$1594.00
2016,Grants Revenue Fund,Free Library,1,Personal Services,190,Pension-obligation Bond Payments,$17095.00
2016,Grants Revenue Fund,Free Library,1,Personal Services,191,Pension,$45430.00
2016,Grants Revenue Fund,Free Library,1,Personal Services,192,FICA Taxes,$10682.00
2016,Grants Revenue Fund,Free Library,1,Personal Services,193,Medical Health & Welfare Credit,$51808.00
2016,Grants Revenue Fund,Free Library,1,Personal Services,194,Group Life Insurance,$629.00
2016,Grants Revenue Fund,Free Library,1,Personal Services,195,Group Legal Insurance,$528.00
2016,Grants Revenue Fund,Free Library,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$3921223.00
2016,Grants Revenue Fund,Free Library,3,Materials and Supplies,399,Other Materials and Supplies (noc),$3221883.00
2016,Grants Revenue Fund,Free Library,4,Equipment,499,Other Equipment (noc),$144854.00
2016,Grants Revenue Fund,City Controller,3,Materials and Supplies,399,Other Materials and Supplies (noc),$74999.00
2016,Grants Revenue Fund,City Controller,4,Equipment,499,Other Equipment (noc),$175000.00
2016,Grants Revenue Fund,District Attorney,1,Personal Services,101,Perm Full Time-civilian,$14930000.00
2016,Grants Revenue Fund,District Attorney,1,Personal Services,193,Medical Health & Welfare Credit,$545000.00
2016,Grants Revenue Fund,District Attorney,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$1124880.00
2016,Grants Revenue Fund,District Attorney,3,Materials and Supplies,399,Other Materials and Supplies (noc),$26000.00
2016,Grants Revenue Fund,District Attorney,4,Equipment,499,Other Equipment (noc),$84462.00
2016,Grants Revenue Fund,City Commissioners,1,Personal Services,101,Perm Full Time-civilian,$100000.00
2016,Grants Revenue Fund,City Commissioners,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$600000.00
2016,Grants Revenue Fund,City Commissioners,3,Materials and Supplies,399,Other Materials and Supplies (noc),$100000.00
2016,Grants Revenue Fund,City Commissioners,4,Equipment,499,Other Equipment (noc),$100000.00
2016,Grants Revenue Fund,1st Judicial District,1,Personal Services,101,Perm Full Time-civilian,$34698587.00
2016,Grants Revenue Fund,1st Judicial District,1,Personal Services,187,Worker's Comp-disability Comp,$595009.00
2016,Grants Revenue Fund,1st Judicial District,1,Personal Services,189,Medicare Tax,$383704.00
2016,Grants Revenue Fund,1st Judicial District,1,Personal Services,190,Pension-obligation Bond Payments,$1029837.00
2016,Grants Revenue Fund,1st Judicial District,1,Personal Services,191,Pension,$6448665.00
2016,Grants Revenue Fund,1st Judicial District,1,Personal Services,192,FICA Taxes,$1483006.00
2016,Grants Revenue Fund,1st Judicial District,1,Personal Services,193,Medical Health & Welfare Credit,$5832704.00
2016,Grants Revenue Fund,1st Judicial District,1,Personal Services,194,Group Life Insurance,$174103.00
2016,Grants Revenue Fund,1st Judicial District,1,Personal Services,195,Group Legal Insurance,$70296.00
2016,Grants Revenue Fund,1st Judicial District,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$6775539.00
2016,Grants Revenue Fund,1st Judicial District,3,Materials and Supplies,399,Other Materials and Supplies (noc),$491967.00
2016,Grants Revenue Fund,1st Judicial District,4,Equipment,499,Other Equipment (noc),$323512.00
2016,Airport Operating Fund,Office of Innovation & Technology,1,Personal Services,100,Salary Control,$6500.00
2016,Airport Operating Fund,Office of Innovation & Technology,1,Personal Services,101,Perm Full Time-civilian,$291190.00
2016,Airport Operating Fund,Office of Innovation & Technology,2,Purchase of Services,209,Telephone,$883000.00
2016,Airport Operating Fund,Office of Innovation & Technology,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$310681.00
2016,Airport Operating Fund,Office of Innovation & Technology,2,Purchase of Services,250,Professional Consult/spec Services,$3000.00
2016,Airport Operating Fund,Office of Innovation & Technology,2,Purchase of Services,251,Information Technology-prof Service,$6011933.00
2016,Airport Operating Fund,Office of Innovation & Technology,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$1398744.00
2016,Airport Operating Fund,Office of Innovation & Technology,4,Equipment,427,Computer Equipment & Peripherals,$715000.00
2016,Airport Operating Fund,Police,1,Personal Services,100,Salary Control,$104000.00
2016,Airport Operating Fund,Police,1,Personal Services,101,Perm Full Time-civilian,$442970.00
2016,Airport Operating Fund,Police,1,Personal Services,105,Perm Full Time-uniform,$11427763.00
2016,Airport Operating Fund,Police,1,Personal Services,110,Uniform Stress Pay,$848491.00
2016,Airport Operating Fund,Police,1,Personal Services,152,Uniform Iod Pay (heart & Lung),$68618.00
2016,Airport Operating Fund,Police,1,Personal Services,161,Overtime Civilian,$18340.00
2016,Airport Operating Fund,Police,1,Personal Services,165,Overtime Shift Uniform,$2244652.00
2016,Airport Operating Fund,Police,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$15400.00
2016,Airport Operating Fund,Police,1,Personal Services,175,Holiday Pay-annual,$436902.00
2016,Airport Operating Fund,Police,1,Personal Services,181,Shift,$4751.00
2016,Airport Operating Fund,Police,2,Purchase of Services,201,Cleaning and Laundering,$77500.00
2016,Airport Operating Fund,Police,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$93000.00
2016,Airport Operating Fund,Fire,1,Personal Services,100,Salary Control,$100000.00
2016,Airport Operating Fund,Fire,1,Personal Services,105,Perm Full Time-uniform,$5137895.00
2016,Airport Operating Fund,Fire,1,Personal Services,107,Fire out of Class Prem(2hr Dif),$327000.00
2016,Airport Operating Fund,Fire,1,Personal Services,165,Overtime Shift Uniform,$648471.00
2016,Airport Operating Fund,Fire,1,Personal Services,175,Holiday Pay-annual,$350000.00
2016,Airport Operating Fund,Fire,2,Purchase of Services,250,Professional Consult/spec Services,$15000.00
2016,Airport Operating Fund,Fire,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$71000.00
2016,Airport Operating Fund,Fire,3,Materials and Supplies,317,Hospital and Laboratory,$14000.00
2016,Airport Operating Fund,Fire,4,Equipment,412,Fire Fighting and Emergency,$40000.00
2016,Airport Operating Fund,Fire,8,Payments to Other Funds,803,Payments to Water Fund,$23000.00
2016,Airport Operating Fund,Public Property,2,Purchase of Services,220,Electric Current-structures/streets,$20000000.00
2016,Airport Operating Fund,Public Property,2,Purchase of Services,221,Gas Services,$6900000.00
2016,Airport Operating Fund,Fleet Management,1,Personal Services,101,Perm Full Time-civilian,$1038897.00
2016,Airport Operating Fund,Fleet Management,1,Personal Services,161,Overtime Civilian,$307838.00
2016,Airport Operating Fund,Fleet Management,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$10958.00
2016,Airport Operating Fund,Fleet Management,1,Personal Services,181,Shift,$6495.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,201,Cleaning and Laundering,$8000.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,202,Janitorial Services,$10000.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,210,Postage,$100.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,211,Transportation,$500.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,215,Licenses Permits Inspection Charges,$5000.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,250,Professional Consult/spec Services,$5000.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,255,Dues,$500.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,256,Seminar and Training Sessions,$1000.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,260,Repair and Maintenance Charges,$547300.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,280,Insurance and Official Bonds,$2000.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,285,Rents,$5600.00
2016,Airport Operating Fund,Fleet Management,2,Purchase of Services,286,Rental of Parking Spaces,$3000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,304,Books and Other Publications,$2000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,305,Building and Construction,$3000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,307,Chemicals and Gases,$5000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$3500.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,310,Electrical and Communication,$4000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,311,General Equipment and Machinery,$5000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,312,Fire Fighting and Safety,$2000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,313,Food,$500.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,316,General Hardware and Minor Tools,$10000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,317,Hospital and Laboratory,$1000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$1000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$20000.00
2016,Airport Operating Fund,Fleet Management,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,$791000.00
