fiscal_year,fund,department,class_id,class,subclass_id,subclass,total
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,4100
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,2765
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,2544
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,1757
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,8100
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,7500
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,5653
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,5194
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,2000
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,2318
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,1040
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,2271
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,12000
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,14504
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,369
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,1502
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,12791
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,4000
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,25824
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,708
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,2548
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,1084
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,6000
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,700
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,1500
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,2200
2017,Grants Revenue Fund,Health,01,Personal Services,0187,Worker's Comp-Disability Comp,509
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,500
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,650
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,514
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,694
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,5170
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,5000
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,9500
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,735
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,3450
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,1345
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,2036
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,1244
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,6700
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,3600
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,1759
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,3386
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,2000
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,6563
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,664
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,1692
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,13500
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,11188
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,203
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,1400
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,9743
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,3000
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,25727
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,808
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,2748
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,4000
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,721
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,3000
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,500
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,1700
2017,Grants Revenue Fund,Health,01,Personal Services,0189,Medicare Tax,3131
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,10000
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,5026
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,1600
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,2000
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,1033
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,6000
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,36749
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,1832
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,34493
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,5704
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,15932
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,109660
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,3871
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,6963
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,10000
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,3686
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,8600
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,6297
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,3568
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,26586
2017,Grants Revenue Fund,Health,01,Personal Services,0190,Pension-Obligation Bond Payments,5000
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,8564
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,63493
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,20000
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,16500
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,1000
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,6963
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,12885
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,14383
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,4365
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,604
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,2317
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,11038
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,60000
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,9641
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,175592
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,276367
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,5704
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,62231
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,491978
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,14381
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,28922
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,19939
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,60000
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,37368
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,16000
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,16000
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,9845
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,26500
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,8700
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,29329
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,32652
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,5989
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,9300
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,32887
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,22970
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,8000
2017,Grants Revenue Fund,Health,01,Personal Services,0191,Pension,37000
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,3769
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,22787
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,1000
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,2000
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,1358
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,300
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,10653
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,2309
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,2839
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,7900
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,30000
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,8327
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,54548
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,41028
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,3500
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,5704
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,15200
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,82238
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,6142
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,6928
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,2963
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,15000
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,11810
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,15000
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,26000
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,3702
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,4281
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,7466
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,6823
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,7051
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,12200
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,12200
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,18255
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,14984
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,6000
2017,Grants Revenue Fund,Health,01,Personal Services,0192,FICA Taxes,15000
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,12561
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,25000
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,6000
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,45
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,10040
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,1500
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,48377
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,5668
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,13584
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,27850
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,25562
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,166630
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,135390
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,16500
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,47019
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,26500
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,184896
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,13870
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,40704
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,8308
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,60000
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,38536
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,47000
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,14000
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,9065
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,3605
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,20150
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,7091
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,11155
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,85000
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,23750
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,47000
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,31989
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,47100
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,38374
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,10000
2017,Grants Revenue Fund,Health,01,Personal Services,0193,Medical Health & Welfare Credit,46474
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,72
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,41
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,37
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,51
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,100
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,215
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,71
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,2715
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,66
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,250
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,1700
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,78
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,661
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,120
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,250
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,600
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,2662
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,74
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,759
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,59
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,412
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,2000
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,170
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,74
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,1200
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,103
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,508
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,84
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,2200
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,595
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,505
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,1045
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,300
2017,Grants Revenue Fund,Health,01,Personal Services,0194,Group Life Insurance,500
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,570
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,578
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,1000
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,200
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,144
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,972
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,60
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,508
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,235
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,1634
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,1050
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,1080
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,400
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,72
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,318
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,176
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,204
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,5000
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,138
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,1561
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,200
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,500
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,800
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,4245
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,146
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,363
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,98
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,131
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,500
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,150
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,200
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,924
2017,Grants Revenue Fund,Health,01,Personal Services,0195,Group Legal Insurance,121
2017,Grants Revenue Fund,Health,02,Purchase of Services,0250,Professional Consult/Spec Services,1900000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0250,Professional Consult/Spec Services,150000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0250,Professional Consult/Spec Services,1238902
2017,Grants Revenue Fund,Health,02,Purchase of Services,0250,Professional Consult/Spec Services,2640293
2017,Grants Revenue Fund,Health,02,Purchase of Services,0250,Professional Consult/Spec Services,100000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0250,Professional Consult/Spec Services,19000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0250,Professional Consult/Spec Services,6169778
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),1007961
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),410422
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),318000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),1257581
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),4857985
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),756578
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),2062857
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),1267108
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),1739031
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),315386
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),25000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),337200
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),110000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),1266984
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),178130
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),142559
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),2235797
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),100000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),106000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),241000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),243377
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),23759947
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),24710
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),200000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),363902
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),100000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),160000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),25000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),488634
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),800000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),592086
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),60000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),5825
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),605631
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),15000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),542464
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),15000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),120000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),411180
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),2000000
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),1573985
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),101524
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),883911
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),162218
2017,Grants Revenue Fund,Health,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),1008083
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0320,Office Materials and Supplies,2992
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0324,"Precision, Photographic and Artists",25000
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),115435
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),132875
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),42000
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),1000
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),20000
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),2921
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),2900
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),1500
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),2000
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),40500
2017,Grants Revenue Fund,Health,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),1000
